	AntonymCount	BigramCount	HypernymCount	HyponymCount	IDFUnigramCount	Label	LemmaCount	LevenshteinEditDistance	NegativeSimilarity	PositiveSimilarity	Question	QuestionID	QuestionType	Sentence	SentenceID	SynonymCount	TrigramCount	Type	UnigramCount
5113	0	1	1	0	2.100060829	0	2	18	0.601053453	0.526700004	what is a mule in coins	Q1715	ENTY	the name derives from the mule  the hybrid offspring of a horse and a donkey due to such a coin having two sides intended for different coins much as a mule has parents of two different species	D1626-6	0	0	train	2
5114	0	1	0	2	1.386294361	1	2	24	0.544583023	0.592873983	who plays mary poppins in the movie	Q1720	HUM	mary poppins is a 1964 musical film starring julie andrews  dick van dyke  david tomlinson  and glynis johns  produced by walt disney  and based on the mary poppins books series by p l travers 	D1630-0	-1	0	train	2
5115	0	0	0	0	0	0	0	11	0.590409428	0.703695898	who plays mary poppins in the movie	Q1720	HUM	the film was directed by robert stevenson and written by bill walsh and don dagradi  with songs by the sherman brothers 	D1630-1	1	0	train	0
5116	0	0	0	1	0	0	0	6	0.433569958	0.454350239	who plays mary poppins in the movie	Q1720	HUM	it was shot at walt disney studios in burbank california 	D1630-2	0	0	train	0
5117	0	1	0	0	1.386294361	0	2	30	0.527492126	0.431713056	who plays mary poppins in the movie	Q1720	HUM	julie andrews won the academy award for best actress for her performance as mary poppins and the film also won oscars for best film editing  original music score  best song for chim chim cheree and best visual effects  and received a total of 13 nominations	D1630-3	-1	0	train	2
5118	0	2	1	1	1.00144854	1	2	17	0.437428997	0.53855274	what is an arc in a story plot	Q1721	ENTY	a story arc is an extended or continuing storyline in episodic storytelling media such as television  comic books  comic strips  boardgames  video games  and in some cases films 	D1631-0	1	0	train	2
5119	0	0	1	0	0.15415068	0	1	7	0.587301177	0.484937039	what is an arc in a story plot	Q1721	ENTY	on a television program  for example the story would unfold over many episodes	D1631-1	0	0	train	1
5120	0	0	1	0	1.00144854	0	2	10	0.575364323	0.462676624	what is an arc in a story plot	Q1721	ENTY	in television the use of the story arc is much more common in dramas than in comedies  especially in soap operas 	D1631-2	0	0	train	2
5121	0	1	1	0	0.15415068	0	2	17	0.541295449	0.427188134	what is an arc in a story plot	Q1721	ENTY	webcomics are more likely to use story arcs than newspaper comics  as most web comics have readable archives online that a newcomer to the strip can read in order to understand what is going on	D1631-3	0	0	train	1
5122	0	0	1	0	1.00144854	0	2	15	0.509554292	0.403674245	what is an arc in a story plot	Q1721	ENTY	although story arcs have existed for decades the term story arc was coined in 1988 in relation to the television series wiseguy  and was quickly adapted for other uses	D1631-4	0	0	train	2
5123	0	0	0	0	0	0	1	11	0.548619617	0.488945204	what is an arc in a story plot	Q1721	ENTY	many american comic book series are now written in four or sixissue arcs within a continuing series	D1631-5	0	0	train	0
5124	0	0	1	0	0.15415068	0	2	14	0.518294962	0.340735338	what is an arc in a story plot	Q1721	ENTY	short story arcs are easier to package as trade paperbacks for resale and more accessible to the casual reader than the neverending continuity that once characterised comics	D1631-6	0	0	train	1
5125	0	1	2	0	4.421097096	1	3	11	0.438759927	0.472250859	when does black friday start for christmas	Q1723	DESC	black friday is the day following thanksgiving day in the united states  often regarded as the beginning of the christmas shopping season	D1633-0	-1	0	train	3
5126	0	0	1	0	0	0	0	21	0.563293718	0.451624349	when does black friday start for christmas	Q1723	DESC	in recent years most major retailers have opened extremely early and offered promotional sales to kick off the holiday shopping season similar to boxing day sales in many commonwealth nations 	D1633-1	0	0	train	0
5127	0	1	0	0	2.023201823	0	2	16	0.336930908	0.319333936	when does black friday start for christmas	Q1723	DESC	black friday is not an official public holiday as such but many nonretail employees and schools have both thanksgiving and the day after off followed by a weekend thereby increasing the number of potential shoppers	D1633-2	-1	0	train	2
5128	0	0	0	0	0	0	0	21	0.516957162	0.464039286	when does black friday start for christmas	Q1723	DESC	it has routinely been the busiest shopping day of the year since 2005 although news reports which at that time were inaccurate have described it as the busiest shopping day of the year for a much longer period of time	D1633-3	0	0	train	0
5129	0	0	0	0	0	0	0	16	0.525495091	0.530003655	when does black friday start for christmas	Q1723	DESC	the days name originated in philadelphia  where it originally was used to describe the heavy and disruptive pedestrian and vehicle traffic which would occur on the day after thanksgiving	D1633-4	0	0	train	0
5130	0	0	0	0	0	0	0	12	0.520095411	0.480245747	when does black friday start for christmas	Q1723	DESC	use of the term started before 1961 and began to see broader use outside philadelphia around 1975	D1633-5	0	0	train	0
5131	0	1	1	0	2.023201823	0	2	11	0.690798464	0.675934544	when does black friday start for christmas	Q1723	DESC	later an alternative explanation began to be offered that black friday indicates the point at which retailers begin to turn a profit or are 	D1633-6	0	0	train	2
5132	0	0	0	1	0	0	0	13	0.527320367	0.45042654	when does black friday start for christmas	Q1723	DESC	for many years it was common for retailers to open at 600 am but in the late 2000s many had crept to 500 or even 400	D1633-7	0	0	train	0
5133	0	0	0	0	0	1	0	17	0.390206726	0.325888699	when does black friday start for christmas	Q1723	DESC	this was taken to a new extreme in 2011 when several retailers including target  kohls  macys  best buy  and bealls  opened at midnight for the first time	D1633-8	1	0	train	0
5134	0	0	0	1	0	1	0	30	0.379515787	0.335224368	when does black friday start for christmas	Q1723	DESC	in 2012 walmart and several other retailers announced that they would open most of their stores at 800 pm on thanksgiving day except in states where opening on thanksgiving is prohibited due to blue laws  such as massachusetts where they still opened around midnight prompting calls for a walkout among some workers	D1633-9	0	0	train	0
5135	0	1	0	0	2.023201823	0	2	20	0.494881843	0.550041466	when does black friday start for christmas	Q1723	DESC	black friday shopping is known for attracting aggressive crowds with annual reports of assaults shootings and throngs of people trampling on other shoppers in an attempt to get the best deal on a product before supplies run out	D1633-10	0	0	train	2
5136	0	3	0	0	2.525728644	0	2	10	0.41397338	0.651682512	who sang what a wonderful world	Q1727	HUM	what a wonderful world is a song written by bob thiele as george douglas and george david weiss 	D169-0	0	2	train	2
5137	0	0	0	0	0	1	0	7	0.612117749	0.762677407	who sang what a wonderful world	Q1727	HUM	it was first recorded by louis armstrong and released as a single in 1967	D169-1	0	0	train	0
5138	0	0	0	0	0.916290732	0	1	8	0.582793765	0.493410374	who sang what a wonderful world	Q1727	HUM	thiele and weiss were both prominent in the music world thiele as a producer and weiss as a composerperformer	D169-2	0	0	train	1
5139	0	0	0	0	0	0	0	7	0.49786317	0.488668198	who sang what a wonderful world	Q1727	HUM	armstrongs recording was inducted in the grammy hall of fame in 1999	D169-3	0	0	train	0
5140	0	0	1	0	0	0	0	13	0.47136744	0.458793788	who sang what a wonderful world	Q1727	HUM	the publishing for this song is controlled by memory lane music group carlin music corp  and bug music inc	D169-4	0	0	train	0
5141	0	0	0	0	0	0	0	7	0.406545648	0.627298383	what month is the president inaugurated	Q1728	NUM	inauguration day 2009 on the west steps of the us capitol 	D1637-0	0	0	train	0
5142	0	0	0	0	0.826678573	0	1	16	0.42473397	0.41115245	what month is the president inaugurated	Q1728	NUM	president george w bush and first lady laura bush lead the inaugural parade down pennsylvania avenue to the white house 2005	D1637-1	0	0	train	1
5143	0	1	0	0	0.826678573	0	1	13	0.392280748	0.365157189	what month is the president inaugurated	Q1728	NUM	the inauguration of the president of the united states is a ceremonial event marking the commencement of a new fouryear term of a president of the united states 	D1637-2	0	0	train	1
5144	0	0	0	0	0	1	0	13	0.459459507	0.717049858	what month is the president inaugurated	Q1728	NUM	the day a presidential inauguration occurs is known as inauguration day and occurs on january 20 or 21st if the 20th is a sunday	D1637-3	0	0	train	0
5145	0	0	0	1	0	0	0	29	0.494477188	0.750732685	what month is the president inaugurated	Q1728	NUM	prior to the twentieth amendment  the date was march 4 the day of the year on which the constitution of the united states first took effect in 1789 the last inauguration to take place on the older date was franklin d roosevelt s first one on march 4 1933	D1637-4	0	0	train	0
5146	0	0	1	0	0.826678573	0	1	19	0.429649971	0.668476735	what month is the president inaugurated	Q1728	NUM	the most recent public presidential inauguration ceremony the swearing in of president barack obama to begin his second fouryear term in office took place on monday january 21 2013	D1637-5	0	0	train	1
5147	0	1	1	0	0.826678573	0	1	14	0.440084817	0.325018256	what month is the president inaugurated	Q1728	NUM	the only inauguration element mandated by the united states constitution is that the president make an oath or affirmation before that person can enter on the execution of the office of the presidency	D1637-6	0	0	train	1
5148	0	0	0	0	0	0	0	16	0.456873467	0.276498979	what month is the president inaugurated	Q1728	NUM	however over the years various traditions have arisen that have expanded the inauguration from a simple oathtaking ceremony to a daylong event including parades speeches and balls	D1637-7	0	0	train	0
5149	0	0	1	0	0	0	0	14	0.514124903	0.666109123	what month is the president inaugurated	Q1728	NUM	from the presidency of andrew jackson through that of jimmy carter  the primary inauguration day ceremony took place on the capitols east portico 	D1637-8	0	0	train	0
5150	0	0	0	0	0	0	0	10	0.541737255	0.462954676	what month is the president inaugurated	Q1728	NUM	since the 1981 inauguration of ronald reagan  the ceremony has been held at the capitols west front	D1637-9	0	0	train	0
5151	0	0	0	0	0	0	0	13	0.547330351	0.411013217	what month is the president inaugurated	Q1728	NUM	the inaugurations of william howard taft in 1909 and reagan in 1985 were moved indoors at the capitol due to cold weather	D1637-10	0	0	train	0
5152	0	0	0	0	0	0	0	12	0.595326882	0.483158083	what month is the president inaugurated	Q1728	NUM	the war of 1812 and world war ii caused two inaugurations to be held at other locations in washington dc	D1637-11	0	0	train	0
5153	0	0	0	0	2.772588722	0	1	18	0.387339558	0.33929133	what month is the president inaugurated	Q1728	NUM	when george washington was inaugurated the oath was administered by robert livingston chancellor of new york state in 1789 and by william cushing associate justice of the supreme court in 1793	D1637-12	-1	0	train	1
5154	0	0	0	0	0.826678573	0	1	13	0.401898617	0.316230594	what month is the president inaugurated	Q1728	NUM	since chief justice oliver ellsworth swore in president john adams  no chief justice has missed an inauguration day	D1637-13	0	0	train	1
5155	0	1	0	0	0.826678573	0	1	13	0.594324201	0.572311816	what month is the president inaugurated	Q1728	NUM	when inauguration day has fallen on a sunday the chief justice has administered the oath to the president on the sunday privately and then again the next day publicly	D1637-14	0	0	train	1
5156	0	0	0	0	0.826678573	0	1	15	0.561417275	0.405304949	what month is the president inaugurated	Q1728	NUM	when a new president takes over midterm due to the death or resignation of a president the oath of office is administered but formal public inauguration events have not been held	D1637-15	0	0	train	1
5157	0	2	0	0	4.015631988	0	3	3	0.259041946	0.200071958	what movement was elizabeth cady stanton a part of	Q1734	ENTY	elizabeth cady stanton and her daughter harriot	D1643-0	-3	1	train	3
5158	0	2	0	0	4.804089348	1	4	18	0.277217112	0.386194071	what movement was elizabeth cady stanton a part of	Q1734	ENTY	elizabeth cady stanton november 12 1815 – october 26 1902 was an american social activist  abolitionist and leading figure of the early womens rights movement 	D1643-1	-3	1	train	4
5159	0	0	0	0	0	1	1	25	0.391511045	0.448859777	what movement was elizabeth cady stanton a part of	Q1734	ENTY	her declaration of sentiments  presented at the first womens rights convention held in 1848 in seneca falls  new york  is often credited with initiating the first organized womens rights and womens suffrage movements in the united states	D1643-2	0	0	train	0
5160	0	0	0	0	0.606135804	0	1	17	0.398267365	0.336775026	what movement was elizabeth cady stanton a part of	Q1734	ENTY	before stanton narrowed her political focus almost exclusively to womens rights she was an active abolitionist together with her husband henry brewster stanton and cousin gerrit smith 	D1643-3	-1	0	train	1
5161	0	0	0	0	1.394593164	0	2	14	0.34834433	0.321233133	what movement was elizabeth cady stanton a part of	Q1734	ENTY	unlike many of those involved in the womens rights movement stanton addressed various issues pertaining to women beyond voting rights 	D1643-4	-1	0	train	2
5162	0	0	1	1	0	0	0	17	0.305940584	0.341749736	what movement was elizabeth cady stanton a part of	Q1734	ENTY	her concerns included womens parental and custody rights property rights employment and income rights divorce  the economic health of the family and birth control 	D1643-5	0	0	train	0
5163	0	0	0	0	0.78845736	0	1	6	0.500220212	0.523867658	what movement was elizabeth cady stanton a part of	Q1734	ENTY	she was also an outspoken supporter of the 19thcentury temperance movement 	D1643-6	0	0	train	1
5164	0	0	0	2	0.78845736	0	2	24	0.520947276	0.504383521	what movement was elizabeth cady stanton a part of	Q1734	ENTY	after the american civil war  stantons commitment to female suffrage caused a schism in the womens rights movement when she together with susan b anthony  declined to support passage of the fourteenth and fifteenth amendments to the united states constitution 	D1643-7	-1	0	train	1
5165	0	0	0	0	0	0	0	15	0.400103886	0.308236933	what movement was elizabeth cady stanton a part of	Q1734	ENTY	she opposed giving added legal protection and voting rights to african american men while women black and white were denied those same rights	D1643-8	0	0	train	0
5166	0	0	0	1	1.394593164	0	2	31	0.494174613	0.491342845	what movement was elizabeth cady stanton a part of	Q1734	ENTY	her position on this issue together with her thoughts on organized christianity and womens issues beyond voting rights led to the formation of two separate womens rights organizations that were finally rejoined with stanton as president of the joint organization approximately twenty years after her break from the original womens suffrage movement	D1643-9	0	0	train	2
5167	0	0	0	0	0.606135804	0	1	16	0.474706213	0.363284777	what movement was elizabeth cady stanton a part of	Q1734	ENTY	stanton died in 1902 having authored both the womans bible and her autobiography along with many articles and pamphlets concerning female suffrage and womens rights	D1643-10	-1	0	train	1
5168	0	2	0	0	3.465735903	1	3	18	0.467360369	0.392545126	what radio station are the boston bruins on	Q1738	HUM	the boston bruins radio network is a 25station 17 am 8 fm plus 2 fm translators cbs radio network which carries live game broadcasts of the boston bruins 	D1647-0	-1	1	train	3
5169	0	0	0	0	2.079441542	1	2	5	0.248459577	0.230123389	what radio station are the boston bruins on	Q1738	HUM	the networks flagship station is wbzfm 985 boston massachusetts 	D1647-1	-1	0	train	2
5170	0	0	0	0	0	0	0	4	0.248459577	0.230123389	what radio station are the boston bruins on	Q1738	HUM	dave goucher announces playbyplay 	D1647-2	0	0	train	0
5171	0	0	0	0	0	0	0	5	0.183289545	0.154660956	what radio station are the boston bruins on	Q1738	HUM	bob beers provides color commentary 	D1647-3	0	0	train	0
5172	0	1	0	1	1.694595721	0	2	7	0.20201959	0.116710173	what are the characteristics of an ethnic group	Q1741	DESC	with over 12 billion people han chinese is the largest ethnic group in the world	D1649-0	0	0	train	2
5173	0	0	0	1	0	0	0	13	0.248780805	0.218720711	what are the characteristics of an ethnic group	Q1741	DESC	pashtun people of the pashtunistan region which sits in an area between south of the hindu kush in afghanistan and the indus river in pakistan 	D1649-1	0	0	train	0
5174	0	0	0	0	0	0	0	4	0.227897345	0.130945946	what are the characteristics of an ethnic group	Q1741	DESC	they number around 50 million	D1649-2	0	0	train	0
5175	0	0	0	1	0	0	0	9	0.416797846	0.331654628	what are the characteristics of an ethnic group	Q1741	DESC	the korowai people of papua numbered just around 3000 people and were uncontacted until the 1970s	D1649-3	0	0	train	0
5176	0	1	0	0	1.694595721	1	2	8	0.332589451	0.431510771	what are the characteristics of an ethnic group	Q1741	DESC	ethnicity or ethnic group is a socially defined category based on common culture or nationality 	D1649-4	0	0	train	2
5177	0	0	0	0	0	1	0	17	0.714373246	0.622538404	what are the characteristics of an ethnic group	Q1741	DESC	ethnicity can but does not have to include common ancestry  appearance  cuisine  dressing style heritage  history  language or dialect  religion  symbols  traditions  or other cultural factor	D1649-5	1	0	train	0
5178	0	0	1	0	3.64050587	1	3	8	0.576460556	0.590184853	what are the characteristics of an ethnic group	Q1741	DESC	ethnic identity is constantly reinforced through common characteristics which set the group apart from other groups	D1649-6	0	0	train	3
5179	0	0	0	0	0	0	0	3	0.576460556	0.590184853	what are add ons	Q1748	DESC	addon might mean	D1655-0	0	0	train	0
5180	0	0	0	0	0	1	0	11	0.651128491	0.644901974	what are add ons	Q1748	DESC	plugin computing  a piece of software which enhances another software application and usually cannot be run independently	D1655-1	0	0	train	0
5181	0	0	0	0	0	1	0	8	0.679461189	0.71621163	what are add ons	Q1748	DESC	browser extension  which modifies the interface andor behavior of web browsers	D1655-2	0	0	train	0
5182	0	0	0	0	0	1	0	8	0.424224867	0.428488978	what are add ons	Q1748	DESC	addon mozilla  a piece of software that enhances and customizes mozillabased applications	D1655-3	0	0	train	0
5183	0	0	0	0	0	1	0	13	0.48040026	0.500200018	what are add ons	Q1748	DESC	addons for firefox addonsmozillaorg the official mozilla foundation web site which serves as a repository of addons for mozillabased applications	D1655-4	0	0	train	0
5184	0	0	0	1	0	1	0	11	0.739856871	0.80471686	what are add ons	Q1748	DESC	peripheral  an optional computer hardware component that significantly supplements or enhances the functionality of the original unit	D1655-5	0	0	train	0
5185	0	0	0	0	0	1	0	13	0.218347893	0.177517185	what are add ons	Q1748	DESC	video game accessory  a piece of hardware used in conjunction with a video game console for playing video games	D1655-6	0	0	train	0
5186	0	0	0	0	0.15415068	0	1	8	0.627342274	0.628195561	what are club seats	Q1751	DESC	club level seating is a special section of seating in modern sports stadiums 	D1658-0	0	0	train	1
5187	0	0	1	0	0.15415068	0	1	12	0.464325086	0.499646387	what are club seats	Q1751	DESC	the club level is usually located towards the middle of the stage of seating sections above the lower deck but below the upper deck	D1658-1	0	0	train	1
5188	0	0	0	1	0	1	0	13	0.594195172	0.559388626	what are club seats	Q1751	DESC	they are usually right next to the luxury boxes  either right above right below or sandwiched between two levels of luxury boxes	D1658-2	0	0	train	0
5189	0	0	0	1	0.15415068	1	1	14	0.554676054	0.459415574	what are club seats	Q1751	DESC	club level seating is considered as higher class than sitting anywhere else in the arena but lower class compared to the luxury boxes	D1658-3	0	0	train	1
5190	0	0	0	1	0.15415068	0	1	8	0.455191878	0.342930003	what are club seats	Q1751	DESC	unlike the luxury boxes most club levels do not wrap entirely around the arena	D1658-4	0	0	train	1
5191	0	0	0	1	0.15415068	0	1	17	0.53137759	0.420749796	what are club seats	Q1751	DESC	some club levels stop at a certain point giving way to an expansion of the mezzanine  while others give way to lower class luxury boxes such as party suites	D1658-5	0	0	train	1
5192	0	0	0	0	0.15415068	0	1	8	0.568911951	0.507271573	what are club seats	Q1751	DESC	a notable exception to this is emirates stadium in london  which has a complete tier of club seating	D1658-6	0	0	train	1
5193	0	0	0	0	0.15415068	0	1	6	0.485491473	0.378539877	what are club seats	Q1751	DESC	club levels allow fans multiple levels of entertainment	D1658-7	0	0	train	1
5194	0	0	0	1	0.15415068	0	1	16	0.653035111	0.685424972	what are club seats	Q1751	DESC	club level seating is open to the elements as opposed to the entirely enclosed luxury boxes which gives more of an outdoors impression at roofless and openroof stadiums and arenas	D1658-8	0	0	train	1
5195	0	0	1	0	0.15415068	0	1	11	0.52958701	0.560190059	what are club seats	Q1751	DESC	club level seating is normally bought on a contract basis to allow for maximum profit on the part of the stadium	D1658-9	0	0	train	1
5196	0	0	1	0	0.15415068	0	1	12	0.644603071	0.671861766	what are club seats	Q1751	DESC	the club level provides fans with special access to an indoor part of the arena exclusive to fans with special tickets	D1658-10	0	0	train	1
5197	0	0	0	1	0	0	0	14	0.472611768	0.341957258	what are club seats	Q1751	DESC	these areas are air conditioned and allow access to special restaurants merchandise stands and lounge areas of the stadium that are not otherwise available	D1658-11	0	0	train	0
5198	0	0	0	0	0.15415068	0	1	14	0.457492099	0.359061188	what are club seats	Q1751	DESC	concession stands and vendors on the club level also often offer different menus than in other stands to give more of a special feel to the club	D1658-12	0	0	train	1
5199	0	0	0	0	0.15415068	0	1	9	0.531126946	0.429181726	what are club seats	Q1751	DESC	these areas are closed off to the rest of the stadium and they usually can only be accessed through the exclusive private club entrances	D1658-13	0	0	train	1
5200	0	1	0	1	1.098612289	1	3	21	0.339112645	0.369591906	what school did oprah winfrey help	Q1754	HUM	the oprah winfrey leadership academy for girls  south africa is a female boarding school founded in january 2007 and located in henley on klip near meyerton  south of johannesburg  south africa 	D1661-0	-2	0	train	3
5201	0	1	0	1	0	0	2	12	0.523838295	0.703360847	what school did oprah winfrey help	Q1754	HUM	the academy was founded by oprah winfrey with the goal of providing educational and leadership opportunities for academically gifted girls from impoverished backgrounds	D1661-1	-2	0	train	2
5202	0	1	0	1	0	0	2	4	0.667570384	0.551595577	what school did oprah winfrey help	Q1754	HUM	oprah winfrey leadership academy for girls	D1661-2	-2	0	train	2
5203	0	0	0	0	0.693147181	1	2	12	0.563549454	0.557428111	what structure is disulfide bonds	Q1763	DESC	in chemistry  a disulfide bond bre disulphide bond is a covalent bond  usually derived by the coupling of two thiol groups 	D1670-0	-1	0	train	1
5204	0	0	0	1	0.693147181	0	1	5	0.553788645	0.615629327	what structure is disulfide bonds	Q1763	DESC	the linkage is also called an ssbond or disulfide bridge	D1670-1	-1	0	train	1
5205	0	0	0	0	0	0	0	4	0.536059744	0.471736794	what structure is disulfide bonds	Q1763	DESC	the overall connectivity is therefore rssr	D1670-2	0	0	train	0
5206	0	0	0	0	0	0	0	4	0.540004368	0.506664699	what structure is disulfide bonds	Q1763	DESC	the terminology is widely used in biochemistry	D1670-3	0	0	train	0
5207	0	0	1	0	0	0	0	17	0.43479788	0.405775439	what structure is disulfide bonds	Q1763	DESC	in formal terms the connection is a persulfide in analogy to its congener  peroxide roor but this terminology is obscure and is no longer used except in reference to rssh or hssh compounds	D1670-4	0	0	train	0
5208	0	0	0	0	0.693147181	0	2	4	0.530299638	0.603599157	what structure is disulfide bonds	Q1763	DESC	formal depiction of disulfide bond formation as an oxidation	D1670-5	-1	0	train	1
5209	0	1	0	0	0.693147181	1	1	12	0.463340892	0.458007544	what is a redshirt freshman football player	Q1766	HUM	in united states college athletics  redshirt is a delay or suspension of an athletes participation in order to lengthen his or her period of eligibility	D1673-0	-1	0	train	1
5210	0	0	0	0	0	0	0	22	0.411308065	0.363624829	what is a redshirt freshman football player	Q1766	HUM	typically a students athletic eligibility in a given sport is four seasons a number derived from the four years of academic classes that are normally required to obtain a bachelors degree at an american college or university 	D1673-1	0	0	train	0
5211	0	0	0	0	0.693147181	0	1	18	0.315091347	0.247196679	what is a redshirt freshman football player	Q1766	HUM	however a student athlete may be offered the opportunity to redshirt for up to two years which allows the athlete to spread those four years of eligibility over five or sometimes six years	D1673-2	-1	0	train	1
5212	0	1	0	0	0.693147181	0	1	16	0.656112842	0.554279843	what is a redshirt freshman football player	Q1766	HUM	in a redshirt year a student athlete may attend classes at the college or university practice with an athletic team and dress for play but he or she may not compete during the game	D1673-3	-1	0	train	1
5213	0	0	0	0	0	0	0	15	0.350633367	0.28259261	what is a redshirt freshman football player	Q1766	HUM	using this mechanism a student athlete has up to five academic years to use the four years of eligibility thus becoming a fifthyear senior 	D1673-4	0	0	train	0
5214	0	0	0	0	0	0	0	5	0.344353704	0.324948897	what is a redshirt freshman football player	Q1766	HUM	the term is used as a verb  noun  and adjective 	D1673-5	0	0	train	0
5215	0	2	0	0	4.158883083	0	3	9	0.3459046	0.285000933	what is a redshirt freshman football player	Q1766	HUM	for example a coach may choose to redshirt a player who is then referred to as a redshirt freshman or simply a redshirt	D1673-6	-1	1	train	3
5216	0	1	0	0	1.386294361	0	1	4	0.385346087	0.313640201	what is a redshirt freshman football player	Q1766	HUM	the opposite of this is a true freshman	D1673-7	0	0	train	1
5217	0	0	0	1	0	0	0	13	0.295149486	0.292033974	who rules communism government	Q1768	HUM	map of countries that declared themselves to be socialist states under the marxist–leninist or maoist definition  that is to say communist states  between 1979 and 1983	D1674-0	0	0	train	0
5218	0	0	0	1	0	0	0	7	0.529263775	0.467857814	who rules communism government	Q1768	HUM	this period marked the greatest territorial extent of communist states	D1674-1	0	0	train	0
5219	0	0	0	1	0	0	0	8	0.389467015	0.347792865	who rules communism government	Q1768	HUM	a communist state is a state where the means of production are collectively owned by the society	D1674-2	0	0	train	0
5220	0	0	1	2	2.302585093	1	2	20	0.358615879	0.335135171	who rules communism government	Q1768	HUM	it has a form of government characterized by singleparty rule or dominantparty rule of a communist party referred as dictatorship of the proletariat by its proponents and a professed allegiance to a leninist or marxist–leninist ideology as the guiding principle of the state	D1674-3	0	0	train	1
5221	0	0	0	2	0	0	0	12	0.364893341	0.37179178	who rules communism government	Q1768	HUM	technically communist state is a contradictio in terminis as a communist society as defined by both marxists and anarchocommunists is in principle stateless	D1674-4	1	0	train	0
5222	0	0	0	1	0	0	0	5	0.266447134	0.220430414	who rules communism government	Q1768	HUM	from this perspective the term marxistleninist state is more appropriate	D1674-5	0	0	train	0
5223	0	0	1	1	0	0	0	34	0.384014643	0.349927021	who rules communism government	Q1768	HUM	historically a communist state referred to a system where public ownership of all or most means of production by the communist party run state is deemed necessary to further the interests of the working class  today a communist state can also for instance refer to contemporary china and vietnam where a communist partyrun state exists alongside a mixed economy 	D1674-6	0	0	train	0
5224	0	0	0	1	0	0	0	18	0.327278158	0.327526976	who rules communism government	Q1768	HUM	according to marxist–leninists the state is a tool in the hands of the ruling class  which in a socialist society is the working class so a socialist state is according to leninists a state of the working class 	D1674-7	0	0	train	0
5225	0	0	1	1	0	0	0	5	0.394212815	0.301281227	who rules communism government	Q1768	HUM	in practice communist states do not actually refer to themselves as such	D1674-8	0	0	train	0
5226	0	0	0	0	0	0	0	10	0.336945145	0.216304414	who rules communism government	Q1768	HUM	they do this not to disguise the fact that the ruling party is communist but rather because they do not consider themselves to be a communist society at present	D1674-9	0	0	train	0
5227	0	0	0	1	0	0	0	7	0.347433641	0.305259987	who rules communism government	Q1768	HUM	instead they constitutionally identify themselves as socialist states or workers states	D1674-10	0	0	train	0
5228	0	0	2	1	2.302585093	0	1	16	0.532955355	0.515920222	who rules communism government	Q1768	HUM	the primary goal of these states which also explains their official name is to guide their respective countries in the process of building socialism  ultimately leading to communism	D1674-11	0	0	train	1
5229	0	0	0	1	2.302585093	0	1	17	0.367244646	0.342050319	who rules communism government	Q1768	HUM	communist states may have several legal political parties  but the communist party is usually granted a special or dominant role in government often by statute or under the constitution	D1674-12	0	0	train	1
5230	0	0	0	1	0	0	0	11	0.292996795	0.27769106	who rules communism government	Q1768	HUM	consequently the institutions of the state and of the communist party become intimately entwined such as in the development of parallel institutions	D1674-13	0	0	train	0
5231	0	0	0	1	0	0	0	7	0.393354336	0.414394512	who rules communism government	Q1768	HUM	in the 20th century most communist states adopted planned economies 	D1674-14	0	0	train	0
5232	0	0	0	0	0	0	0	25	0.319929049	0.248067488	who rules communism government	Q1768	HUM	however there were exceptions the soviet union during the 1920s and late 1980s and yugoslavia after world war ii allowed limited markets and a degree of worker selfmanagement while china  vietnam and laos introduced farreaching market reforms after the 1980s	D1674-15	0	0	train	0
5233	0	0	0	0	0	0	0	8	0.447210553	0.371431434	who rules communism government	Q1768	HUM	in the 21st century china and vietnam have allowed a mixed economy to develop	D1674-16	0	0	train	0
5234	0	0	2	1	0	0	0	10	0.329798739	0.237958383	who rules communism government	Q1768	HUM	the fundamental concepts of communist states often diverge from the original socioeconomic ideologies from which they develop	D1674-17	0	0	train	0
5235	0	0	2	1	0	0	0	11	0.32066686	0.285952857	who rules communism government	Q1768	HUM	as a result many adherents of these ideologies often oppose the political systems commonly associated with these states	D1674-18	0	0	train	0
5236	0	0	1	1	2.302585093	0	1	20	0.469952419	0.374707523	who rules communism government	Q1768	HUM	for example dissenting communists such as trotskyists were often opposed to the communist states of the 20th century claiming either that they had nothing to do with real communism or that the ideology of such states had reached a point of irrevocable corruption 	D1674-19	0	0	train	1
5237	0	2	0	0	4.462313513	0	4	10	0.316113842	0.305268179	what year did south africa become a team in rugby	Q1776	NUM	the south africa national rugby union team known as the springboks represents south africa in rugby union 	D1680-0	-1	0	train	4
5238	0	0	0	0	0.980829253	0	1	11	0.384565668	0.305565476	what year did south africa become a team in rugby	Q1776	NUM	they compete in the annual rugby championship  along with southernhemisphere counterparts argentina  australia and new zealand 	D1680-1	0	0	train	1
5239	0	0	0	0	0	0	1	6	0.433008614	0.304334584	what year did south africa become a team in rugby	Q1776	NUM	they have won this championship on three occasions in sixteen years	D1680-2	0	0	train	0
5240	0	0	0	0	4.734247228	0	3	15	0.421774659	0.438403815	what year did south africa become a team in rugby	Q1776	NUM	they are currently ranked second in the world by the international rugby board  and were named 2008 world team of the year at the laureus world sports awards	D1680-3	0	0	train	3
